2961_13488_000000	subito ouço bater á porta da sala vou abrir era um anjinho de cinco annos entra sára disse sabina
2961_13488_000164	a camara e o governo deviam lembrar-se que a guarda nacional era o anteparo da liberdade e da independencia e que o cidadão chamado a um serviço gratuito frequente e penoso tinha direito a que se lhe diminuisse o onus decretando um uniforme leve e maneiro
2961_13488_000165	sabina veiu até á porta e perguntou-me que tal achára a filha do damasceno assim assim muito sympathica não é acudiu ella falta-lhe um pouco mais de corte mas que coração é uma perola bem boa noiva para você
2961_13488_000166	talvez que elle já não amasse a mulher e assim póde ser que o coração fosse estranho á indulgencia dos seus ultimos actos cuido e de novo insto pela boa vontade da critica cuido que elle estaria prompto a separar-se da mulher
2961_13488_000167	a dor applacára o espirito já se não contentava com o uso da espingarda e dos livros nem com a vista do arvoredo e do ceu
2961_13488_000168	meu caro braz cubas ha tempos no passeio publico tomei lhe de emprestimo um relogio tenho a satisfação de restituir lho com esta carta a differença é que não é o mesmo porém outro não digo superior mas egual ao primeiro
2961_13488_000169	confessar lisamente o que foi e o que deixou de ser porque em summa já não ha visinhos nem amigos nem inimigos nem conhecidos nem extranhos não ha platéa
2961_13488_000170	no dia seguinte ao levantar mo da cama trazia o espirito feito e resoluto a aceitar a nomeação ao meio dia veiu o creado dizer-me que estava na sala uma senhora coberta com um véo corro era minha irmã sabina
2961_13488_000171	entrando nesse numero os opposicionistas da camara que chegaram a insinuar a conveniencia de uma moção de desconfiança repelli energicamente tal interpretação que não era só erronea mas calumniosa á vista da notoriedade com que eu sustentava o gabinete
2961_13488_000172	minha boa virgilia meu amor tu és minha não tua tua e assim reatámos o fio da aventura como a sultana scheherazade o dos seus contos
2961_13488_000173	para lhes dizer a verdade toda eu reflectia as opiniões de um cabelleireiro que achei em modena o qual se distinguia por não as ter absolutamente
2961_13488_000174	capitulo l virgilia casada quem chegou de s paulo foi minha prima virgilia casada com o lobo neves continuou o luiz dutra ah
2961_13488_000175	e dizia isto a bater-me na face com os dedos meiga como uma pomba e ao mesmo tempo intimativa e resoluta santo deus seria esse o motivo da reconciliação
2961_13488_000176	tu tens pressa de envelhecer e o livro anda devagar tu amas a narração direita e nutrida o estylo regular e fluente
2961_13488_000177	porque ella poderia tornar e tornou mas o effluvio da manhã quem é que o pediu ao crepúsculo da tarde capitulo cxvi
2961_13488_000178	olhavamos um para o outro com as mãos seguras falando de tudo e de nada como dous namorados era a minha infancia que resurgia fresca travessa e loura
2961_13488_000179	não era effeito da minha patria politica era-o do logar da infancia a rua a torre o chafariz da esquina a mulher de mantilha o preto do ganho as cousas e scenas da meninice buriladas na memoria
2961_13488_000180	meiga natura a taxa da dor é como a moeda de vespasiano não cheira á origem e tanto se colhe do mal como do bem
2961_13488_000181	era minha sobrinha apanhei a do chão beijei-a muitas vezes a pequena espantada empurrava me o hombro com a mãosinha quebrando o corpo para descer nisto apparece me á porta um chapéu e logo um homem o cotrim nada menos que o cotrim
2961_13488_000182	meu pae forcejou por me torcer a resolução mas eu é que não podia nem queria obedecer-lhe sabina desejava que eu fosse morar com ella algum tempo duas semanas ao menos meu cunhado esteve a ponto de me levar á fina força era um bom rapaz este cotrim
2961_13488_000183	o tamanho das nossas barretinas estava pedindo um córte profundo não só por serem deselegantes mas tambem por serem anti hygienicas nas paradas ao sol o excesso do calor produzido por ellas podia ser fatal
2961_13488_000184	não digo que a universidade me não tivesse ensinado alguma mas eu decorei lhe só as formulas o vocabulario o esqueleto tratei a como tratei o latim
2961_13488_000185	seria o herdeiro de todos os seus affectos isso e a actividade externa e o prestigio publico e a velhice depois a doença o declinio a morte
2961_13488_000186	ao mesmo tempo tornou impossivel o desforço que seria a divulgação elle não podia mostrar-se resentido commigo sem egualmente buscar a separação conjugal
2961_13488_000187	esta é a grande vantagem da morte que se não deixa boca para rir tambem não deixa olhos para chorar heis de cair turvo é o ar que respiraes amadas folhas o sol que vos allumia com ser de toda a gente é um sol opaco e reles de cemiterio e
2961_13488_000188	na verdade fôra impossivel evitar as relações intimas do villaça com a irmã do sargento mór antes mesmo do meu embarque já se boquejava mysteriosamente no nascimento de uma menina
2961_13488_000189	justos ceus parece-lhe um homem de tamanho espirito um philosopho não importa a loucura entra em todas as casas imaginem a minha afflicção
2961_13488_000190	desproposito já prometteu a si mesmo escrever uma breve memoria na qual relate o achado do livro e a descoberta da sublimidade se a houver por baixo daquella phrase obscura ao cabo não descobre nada e contenta-se com a posse fecha o livro mira o remira o chega-se á
2961_13488_000191	o alienista vendo o effeito de suas palavras reconheceu que eu era amigo do quincas borba e tratou de diminuir a gravidade da advertencia observou que podia não ser nada e accrescentou até que um grãosinho de sandice longe de fazer mal dava certo pico á vida
2961_13488_000192	sabina olhou para o cotrim o cotrim para sabina ambos concordaram que essas idéas não tinham senso commum que diacho podia eu achar no norte pois não era na côrte em plena côrte que devia continuar a luzir a metter n'um chinello os rapazes do tempo
2961_13488_000193	os capadocios que lhe rondavam a rotula d placida vivia com immensos cuidados levando-a comsigo quando tinha de ir entregar costuras e a gente das lojas arregalava e piscava os olhos convencida de que ella a levava para colher marido ou outra cousa alguns diziam graçolas faziam comprimentos
2961_13488_000194	philopemen que ordenou a substituição dos broqueis de suas tropas que eram pequenos por outros maiores e bem assim as lanças que eram demasiado leves facto que a historia não achou que desmentisse a gravidade de suas paginas
2961_13488_000195	indecorosa direi que elle é o que eram as minhas refeições com virgilia na casinha da gamboa onde ás vezes faziamos a nossa patuscada o nosso lunch vinho fructas compotas comiamos é verdade mas era um comer virgulado de palavrinhas doces de olhares
2961_13488_000196	por esse tempo recebi uma carta extraordinaria acompanhada de um objecto não menos extraordinario eis o que a carta dizia
2961_13488_000197	era de suppor que os annos lhe despontassem os espinhos que a distancia dos factos apagasse os respectivos contornos que uma sombra de duvida retrospectiva cobrisse a nudez da realidade
2961_13488_000198	mas a algumas braças de distancia olhei para traz o almocreve fazia-me grandes cortezias com evidentes mostras de contentamento adverti que devia ser assim mesmo eu pagara lhe bem pagara lhe talvez de mais
2961_13488_000199	não tinha vasto alcance o objecto da pergunta mas ainda assim demonstrei que não era indigno das cogitações de um homem de estado e citei
2961_13488_000200	metti os dedos no bolso do collete que trazia no corpo e senti umas moedas de cobre eram os vintens que eu devera ter dado ao almocreve em logar do cruzado em prata
2961_13488_000201	consolei a mas eu proprio precisava de consolações a objecção do cotrim affligia me profundamente virgilia chegou dahi a pouco lepida como uma andorinha mas ao ver-me triste ficou muito seria
2961_13488_000202	accrescentei que a necessidade de diminuir a barretina não era tamanha que não pudesse esperar alguns annos e que em todo caso eu transigiria na extensão do córte contentando me com tres quartos de polegada ou menos emfim
2961_13488_000203	esse foi cuido eu o ponto maximo do nosso amor o cimo da montanha donde por algum tempo divisámos os valles de leste e de oeste e por cima de nós o ceu tranquillo e azul
2961_13488_000204	era tão sublime esta pergunta que por alguns instantes me fez esquecer os interesses sorri peguei na mão de sabina bati lhe levemente na palma
2961_13488_000205	e eu ficava me alli n'uma ponta de mesa com os meus quarenta e tantos annos tão vadios e tão vazios ficava me para os não ver nunca mais
2961_13488_000206	que na verdade nenhum havia que se me comparasse elle cotrim acompanhava me de longe e não obstante uma briga ridicula teve sempre interesse orgulho vaidade nos meus triumphos
2961_13488_000207	de noite sentado á janella a encaracolar as suiças não pensava em outra cousa amava a mulher e um filho que então tinha e que lhe morreu alguns annos depois diziam que era avaro
2961_13488_000208	mas estavamos brigados tal qual a belleza de marcella que se esvaiu com as bexigas capitulo xlvii o recluso
2961_13488_000209	se a paixão do poder é a mais forte de todas como alguns inculcam imaginem o desespero a dôr o abatimento do dia em que perdi a cadeira da camara dos deputados
2961_13488_000210	sendo certo que um dos preceitos de hippocrates era trazer a cabeça fresca parecia cruel obrigar um cidadão por simples consideração de uniforme a arriscar a saude e a vida e consequentemente o futuro da familia
2961_13488_000211	cerca de tres semanas depois recebi um convite delle para uma reunião intima fui virgilia recebeu-me com esta graciosa palavra
2961_13488_000212	luto pezado profundo silencio mas afinal disse o cotrim esta casa pouco mais póde valer de trinta contos demos que valha trinta e cinco
2961_13488_000213	lembra-me que estava sentado debaixo de um tamarineiro com o livro do poeta aberto nas mãos e o espirito ainda mais cabisbaixo do que a figura ou jururú como dizemos das gallinhas tristes
2961_13488_000214	apertava ao peito a minha dor taciturna com uma sensação unica uma cousa a que poderia chamar volupia do aborrecimento volupia do aborrecimento decora esta expressão leitor
2961_13488_000215	creio que nessa noite apertei lhe a mão com muita força e ella deixou-a ficar como esquecida e eu a abraçal-a e todos com os olhos em nós e nos outros que tambem se abraçavam e giravam um delirio
